#{"t_start": 1722007572.6165156, "env_id": "Pendulum-v1"}
r,l,t
-1185.736983,200,0.192937
-1652.029942,200,0.376629
-980.979869,200,0.559958
-1199.247477,200,0.743229
-1430.60517,200,0.926383
-1169.568174,200,3.038674
-1618.807062,200,3.222493
-1429.147032,200,3.406269
-1640.095011,200,3.589681
-1261.219078,200,3.773632
-1090.555263,200,5.882937
-985.536517,200,6.066991
-916.651684,200,6.250816
-1056.320965,200,6.434928
-1172.703743,200,6.618646
-1138.113913,200,8.697208
-1426.832696,200,8.880882
-1196.989767,200,9.064704
-1211.933942,200,9.248503
-881.485591,200,9.432394
-1023.341314,200,11.539198
-1223.761541,200,11.722695
-1209.649444,200,11.906021
-1417.625039,200,12.089594
-1195.75371,200,12.273571
-1527.064579,200,14.381098
-1231.962806,200,14.564474
-1222.483639,200,14.747889
-1236.6216,200,14.931458
-1335.424139,200,15.114852
-1432.438774,200,17.222711
-1580.326271,200,17.406324
-1201.954719,200,17.58993
-1025.980782,200,17.773917
-1320.672345,200,17.957596
-1234.713747,200,20.068405
-1243.804914,200,20.252864
-843.773553,200,20.437296
-1233.211153,200,20.621755
-1122.068735,200,20.806446
-1428.033526,200,22.919312
-1052.763318,200,23.103457
-917.190278,200,23.288035
-1028.484129,200,23.471904
-1167.21236,200,23.655706
-1218.343513,200,23.839386
-966.551892,200,25.949266
-1007.360057,200,26.133327
-1219.955589,200,26.317347
-1094.096331,200,26.501507
-911.875058,200,26.68569
-796.538426,200,28.784169
-809.957909,200,28.968275
-919.650811,200,29.152182
-1147.171812,200,29.336384
-1049.013324,200,29.520244
-785.6465,200,31.611897
-525.544425,200,31.795833
-639.297095,200,31.980056
-748.114421,200,32.16398
-922.492524,200,32.347869
-850.253081,200,34.437717
-618.241875,200,34.621439
-619.540786,200,34.804767
-708.449855,200,34.988187
-505.726196,200,35.171707
-640.743105,200,37.281831
-257.279721,200,37.465265
-424.401217,200,37.648641
-140.859821,200,37.832479
-515.403897,200,38.015978
-140.002365,200,40.126179
-265.843471,200,40.309752
-398.432983,200,40.49328
-281.029126,200,40.676989
-395.178539,200,40.860558
-448.138487,200,42.947277
-142.661821,200,43.131411
-270.315819,200,43.315814
-534.84219,200,43.499987
-370.103929,200,43.684246
-270.611242,200,45.793776
-398.161783,200,45.977908
-263.471539,200,46.162149
-142.85615,200,46.346229
-398.931566,200,46.53022
-135.000235,200,46.713897
-551.654008,200,48.816405
-529.906802,200,49.000084
-143.609158,200,49.18395
-533.45032,200,49.36801
-533.591361,200,49.55175
-394.79773,200,51.604634
-264.599655,200,51.788293
-137.614185,200,51.972034
-138.847401,200,52.15676
-259.356097,200,52.340498
-261.44201,200,54.393545
-264.970503,200,54.577419
-133.529227,200,54.761628
-388.209787,200,54.945607
-263.15362,200,55.129913
-137.702303,200,57.178571
-410.958531,200,57.362496
-263.451196,200,57.546434
-272.458266,200,57.730374
-369.653946,200,57.914178
-257.499668,200,59.997354
-262.73967,200,60.181418
-267.006511,200,60.365504
-140.041096,200,60.549799
-548.53898,200,60.733857
-260.823486,200,62.783691
-138.182741,200,62.967899
-132.641464,200,63.152598
-135.728182,200,63.337139
-134.896036,200,63.521693
-129.355208,200,65.571595
-123.057003,200,65.75543
-373.483911,200,65.93933
-3.214645,200,66.12333
-367.249424,200,66.307338
-117.154403,200,68.396821
-5.876807,200,68.5781
-124.227186,200,68.762201
-516.600648,200,68.94626
-370.943413,200,69.130071
-131.512659,200,69.313851
-520.219717,200,71.422078
-132.530125,200,71.606313
-540.451462,200,71.790314
-241.268282,200,71.974181
-124.895068,200,72.157816
-531.683171,200,74.261728
-140.134386,200,74.445542
-263.58341,200,74.629253
-142.845515,200,74.813083
-144.342146,200,74.996851
-270.908406,200,77.105454
-6.725605,200,77.289139
-455.520976,200,77.473031
-401.291775,200,77.656871
-274.901033,200,77.840968
-403.603598,200,79.950499
-136.122152,200,80.134158
-126.268285,200,80.318188
-368.477778,200,80.501434
-133.290441,200,80.685266
-137.206512,200,82.794802
-410.34832,200,82.978263
-252.397596,200,83.162287
-137.522147,200,83.3459
-410.438285,200,83.52953
-268.95022,200,85.64002
-7.762932,200,85.823924
-134.073347,200,86.008156
-9.468527,200,86.192345
-129.074665,200,86.376401
-412.411988,200,88.49082
-141.306369,200,88.675001
-248.380964,200,88.858658
-408.307603,200,89.042593
-129.903796,200,89.226601
-139.486775,200,91.337731
-378.944631,200,91.521338
-126.336416,200,91.704842
-4.453975,200,91.888481
-363.649803,200,92.072332
-4.513545,200,94.178971
-136.671635,200,94.362448
-4.751139,200,94.546336
-3.833761,200,94.729591
-4.45816,200,94.912972
-139.333255,200,95.096739
-143.306117,200,97.207795
-140.839835,200,97.391668
-6.434271,200,97.575583
-281.455389,200,97.759377
-140.400281,200,97.943593
-143.901451,200,100.054983
-373.819054,200,100.2387
-130.469283,200,100.422423
-133.681381,200,100.606278
-248.184015,200,100.790009
-140.969039,200,102.900134
-135.414711,200,103.084232
-128.699864,200,103.268088
-129.657261,200,103.451837
-135.182268,200,103.635931
-255.685037,200,105.749584
-256.42398,200,105.933435
-243.325462,200,106.117232
-384.300657,200,106.301093
-3.565926,200,106.484994
-679.047767,200,108.597684
-120.471633,200,108.781624
-131.111312,200,108.965587
-139.79251,200,109.149869
-405.771239,200,109.333792
-137.018025,200,111.446899
-132.728103,200,111.630715
-260.786074,200,111.814219
-137.731203,200,111.998005
-134.701996,200,112.183381
-125.129613,200,114.296122
-130.623198,200,114.480206
-129.172874,200,114.664103
-132.335649,200,114.847802
-130.209988,200,115.031842
-123.222855,200,117.14249
-133.159144,200,117.326452
-256.546563,200,117.51101
-1.468381,200,117.695191
-128.51459,200,117.879477
-373.149657,200,118.063884
-135.79012,200,120.17469
-129.188667,200,120.35802
-131.703112,200,120.541801
-131.40987,200,120.725384
-371.364493,200,120.90879
-125.0586,200,123.020224
-132.610028,200,123.204371
-263.400902,200,123.388366
-3.022623,200,123.572249
-384.385669,200,123.756122
-264.049381,200,125.865501
-4.421122,200,126.048883
-134.910958,200,126.23245
-131.643136,200,126.416135
-131.908651,200,126.600179
-272.221034,200,128.669724
-130.965699,200,128.853893
-271.755358,200,129.038044
-394.250384,200,129.222219
-133.151084,200,129.40637
-698.960372,200,131.517783
-12.240836,200,131.701401
-138.022321,200,131.885241
-434.435545,200,132.068977
-138.303838,200,132.252711
-135.13178,200,134.35317
-132.248126,200,134.537131
-264.622166,200,134.721046
-779.190989,200,134.904683
-271.060646,200,135.088329
-132.555189,200,137.199625
-137.761988,200,137.383682
-141.260666,200,137.567757
