#{"t_start": 1721922503.5127056, "env_id": "Pendulum-v1"}
r,l,t
-1011.344674,200,0.165349
-1281.109454,200,0.324457
-1432.952855,200,0.483328
-995.195027,200,0.64265
-1240.056351,200,0.80172
-867.192408,200,0.961213
-902.729694,200,1.120168
-1012.274165,200,1.279728
-1070.265338,200,1.439215
-1544.165487,200,1.59875
-1267.108256,200,5.866542
-1388.31673,200,6.026583
-1176.918759,200,6.186234
-1349.874117,200,6.346377
-1815.548594,200,6.506452
-1159.420821,200,6.666541
-1019.387923,200,6.826137
-1165.998849,200,6.985821
-1450.062977,200,7.145789
-997.194241,200,7.305492
-864.351657,200,11.558521
-1258.020153,200,11.718246
-1275.370346,200,11.877596
-1167.556754,200,12.037206
-984.302217,200,12.19639
-1693.356534,200,12.356099
-903.507054,200,12.51536
-1674.360685,200,12.675024
-1242.28125,200,12.834262
-1340.09894,200,12.994034
-903.937812,200,17.260746
-1305.870328,200,17.420643
-1570.216284,200,17.580423
-1282.570245,200,17.737434
-1667.004368,200,17.894434
-1202.871212,200,18.05144
-968.369014,200,18.207816
-1601.751977,200,18.364698
-1346.627693,200,18.521439
-1718.325197,200,18.67982
-1820.451949,200,22.93998
-1154.881541,200,23.100123
-984.71706,200,23.260091
-1193.718996,200,23.420189
-960.982881,200,23.580102
-1252.508213,200,23.739633
-969.545638,200,23.899389
-1158.179264,200,24.058892
-1473.278013,200,24.218298
-1073.698582,200,24.377684
-1400.014198,200,24.537265
-761.663321,200,28.795996
-893.774206,200,28.956378
-1452.357774,200,29.117059
-884.962765,200,29.277805
-1084.665212,200,29.43735
-876.25499,200,29.597023
-973.697088,200,29.756546
-1191.10772,200,29.916178
-1185.618892,200,30.075784
-1248.933012,200,30.235598
-1171.726445,200,34.486492
-1292.008561,200,34.645944
-1498.097438,200,34.805363
-1566.031047,200,34.96526
-1052.345666,200,35.124978
-1532.580714,200,35.284282
-1730.364353,200,35.444088
-864.502971,200,35.603523
-1178.287346,200,35.763129
-911.565104,200,35.92254
