#{"t_start": 1722006873.5355875, "env_id": "Pendulum-v1"}
r,l,t
-1252.041294,200,0.192372
-1232.875728,200,0.375469
-1263.119796,200,0.558356
-1159.425595,200,0.741081
-1214.024171,200,0.924049
-1304.376357,200,3.031209
-1445.519927,200,3.213948
-1267.715738,200,3.396602
-995.52727,200,3.579446
-1446.509498,200,3.762121
-1132.271684,200,5.868326
-1279.981216,200,6.050979
-1158.281897,200,6.233692
-1253.103087,200,6.416669
-1322.020967,200,6.599263
-1126.999596,200,8.712437
-1349.823914,200,8.895701
-1013.944491,200,9.079318
-1312.079625,200,9.262805
-1137.213079,200,9.4463
-1229.398506,200,11.55741
-1515.302043,200,11.740258
-1411.609527,200,11.922911
-1516.76591,200,12.105784
-1056.865351,200,12.288661
-1202.449239,200,14.399823
-1476.331251,200,14.582838
-1074.046649,200,14.765968
-1269.70142,200,14.949037
-1074.439126,200,15.131926
-1571.86679,200,17.244161
-1119.443271,200,17.426874
-1131.537967,200,17.60995
-1219.470589,200,17.792775
-1118.955836,200,17.975471
-1041.65969,200,20.086524
-1297.556716,200,20.268846
-1105.135204,200,20.451031
-867.895981,200,20.633286
-1104.280565,200,20.815839
-1318.686466,200,22.925932
-1128.722575,200,23.109107
-975.097195,200,23.291934
-1003.299129,200,23.47453
-989.506753,200,23.657613
-1005.380275,200,23.840681
-894.996498,200,25.943774
-1004.931086,200,26.126805
-1109.193085,200,26.309758
-1016.824688,200,26.493189
-1022.637366,200,26.677937
-1195.494847,200,28.787707
-1085.440508,200,28.970423
-1029.984481,200,29.152974
-1337.660402,200,29.335257
-1048.746699,200,29.517828
-916.966633,200,31.619266
-946.751225,200,31.801857
-1031.618203,200,31.984535
-1133.865782,200,32.167454
-919.575284,200,32.350126
-630.155543,200,34.451648
-637.655006,200,34.634736
-641.389133,200,34.819236
-1029.297567,200,35.002468
-1045.644993,200,35.185494
-662.564908,200,37.287304
-880.50299,200,37.469973
-689.122288,200,37.652645
-682.793138,200,37.835347
-634.207054,200,38.018278
-389.562464,200,40.129261
-795.431,200,40.311645
-806.458212,200,40.494552
-627.504593,200,40.677959
-634.75265,200,40.860954
-639.775183,200,42.965937
-525.931884,200,43.148698
-648.601976,200,43.331904
-533.380617,200,43.514784
-526.589599,200,43.697515
-1065.300785,200,45.79549
-517.068348,200,45.980211
-379.433257,200,46.164845
-659.742,200,46.349262
-523.545715,200,46.534082
-649.618443,200,46.717574
-4.111323,200,48.815601
-510.908851,200,48.999988
-263.270556,200,49.184494
-263.246101,200,49.36899
-406.455697,200,49.553511
-533.766355,200,51.666321
-286.535761,200,51.850621
-409.333233,200,52.034913
-133.851804,200,52.219671
-256.061043,200,52.404058
-272.524764,200,54.505355
-267.443705,200,54.687619
-470.82671,200,54.870012
-256.582993,200,55.05252
-726.353049,200,55.23491
-864.180394,200,57.318347
-138.05232,200,57.502775
-140.299434,200,57.687362
-276.197657,200,57.87179
-5.717522,200,58.056648
-135.751957,200,60.151952
-264.6892,200,60.33629
-136.438322,200,60.520879
-133.478849,200,60.705263
-135.274925,200,60.889607
-134.038193,200,62.998918
-271.825953,200,63.183463
-520.947031,200,63.367674
-141.946647,200,63.55223
-133.617135,200,63.73655
-7.30327,200,65.846873
-396.625908,200,66.031306
-400.355015,200,66.215374
-410.466154,200,66.399758
-134.329117,200,66.583983
-277.443374,200,68.694992
-253.710439,200,68.87952
-270.132556,200,69.06371
-132.026324,200,69.247955
-269.574923,200,69.432173
-138.74415,200,69.616438
-132.120493,200,71.70932
-269.991729,200,71.893308
-278.379195,200,72.077447
-5.37365,200,72.261622
-133.144615,200,72.445692
-385.471891,200,74.509607
-135.858476,200,74.69382
-134.344939,200,74.878113
-4.162439,200,75.062261
-483.694423,200,75.246826
-421.686741,200,77.312965
-139.176433,200,77.497324
-272.727593,200,77.681671
-141.487427,200,77.86574
-139.685633,200,78.050478
-3.40445,200,80.14062
-133.521647,200,80.324813
-266.747397,200,80.509307
-381.290259,200,80.693384
-691.999741,200,80.877965
-258.266323,200,82.946618
-141.6895,200,83.131012
-250.984494,200,83.315057
-136.423341,200,83.499265
-132.614617,200,83.684159
-268.645071,200,85.73457
-795.944908,200,85.918598
-131.138238,200,86.102455
-133.96974,200,86.286559
-137.177263,200,86.470689
-2.836184,200,88.550449
-257.398712,200,88.735563
-137.614097,200,88.919363
-432.210582,200,89.103519
-134.170954,200,89.287621
-400.062586,200,91.3506
-261.888784,200,91.534715
-135.632912,200,91.719038
-395.174656,200,91.903251
-266.092526,200,92.087193
-579.621643,200,94.1301
-138.546156,200,94.314466
-3.861502,200,94.498906
-295.732798,200,94.683102
-137.372337,200,94.867629
-396.735949,200,95.051934
-134.374738,200,97.116397
-136.55655,200,97.300581
-663.202034,200,97.484559
-138.209648,200,97.668553
-394.044107,200,97.852681
-270.960398,200,99.915673
-13.967435,200,100.099919
-148.834534,200,100.283702
-144.434376,200,100.467843
-13.279367,200,100.652033
-411.139646,200,102.731964
-264.807538,200,102.916283
-145.737462,200,103.100428
-412.71735,200,103.284155
-524.334473,200,103.468045
-246.645694,200,105.573205
-135.402744,200,105.755763
-136.643692,200,105.938204
-133.76869,200,106.120325
-297.876774,200,106.302334
-378.808839,200,108.391351
-395.151971,200,108.575247
-135.490442,200,108.759338
-132.696684,200,108.943241
-281.280346,200,109.127458
-265.520907,200,111.237644
-136.909216,200,111.421738
-406.91733,200,111.605758
-135.972417,200,111.789919
-447.218785,200,111.973866
-398.195023,200,114.086951
-250.063408,200,114.271077
-385.254429,200,114.455152
-262.49281,200,114.639016
-134.839079,200,114.822829
-132.461418,200,116.922895
-143.168237,200,117.104774
-137.432658,200,117.286901
-130.713813,200,117.468704
-408.251687,200,117.650664
-133.312483,200,117.832705
-134.563937,200,119.925171
-2.436515,200,120.107015
-498.653903,200,120.288764
-136.043973,200,120.470498
-294.066189,200,120.652543
-2.120215,200,122.751462
-133.622801,200,122.935622
-267.639553,200,123.119621
-2.921859,200,123.303694
-138.386189,200,123.488072
-3.082196,200,125.586465
-265.455949,200,125.767857
-392.156302,200,125.949561
-137.162732,200,126.131407
-136.195937,200,126.313409
-659.21764,200,128.405982
-131.728731,200,128.588227
-134.085723,200,128.770019
-135.950755,200,128.951913
-1.740202,200,129.133458
-390.247342,200,131.235697
-133.483859,200,131.419181
-512.97178,200,131.602575
-127.038618,200,131.786342
-390.375279,200,131.97011
-132.712426,200,134.06146
-136.618471,200,134.243476
-2.688929,200,134.425157
-130.984496,200,134.606946
-265.80336,200,134.788899
-247.849908,200,136.876985
-137.28967,200,137.058783
-411.997439,200,137.241057
-136.690232,200,137.423062
-362.540027,200,137.604939
-480.391625,200,139.700555
-463.065971,200,139.884494
-132.84478,200,140.06844
-134.78141,200,140.252416
-132.845827,200,140.436348
-132.577209,200,140.620166
-394.61739,200,142.730839
-133.667021,200,142.914678
-273.124338,200,143.098568
-129.975751,200,143.282515
-1.973206,200,143.466458
-297.298976,200,145.564915
-401.839588,200,145.74744
-401.775555,200,145.929467
-2.796024,200,146.111651
-132.308149,200,146.293517
-265.326131,200,148.388331
-132.825436,200,148.571371
-373.706791,200,148.753428
-375.977441,200,148.935531
-138.195226,200,149.117604
-136.194203,200,151.218811
